age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary
33, Private,258498, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,60, United-States, <=50K
60, Self-emp-not-inc,236470, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,172942, Some-college,10, Divorced, Other-service, Own-child, White, Male,0,0,28, United-States, <=50K
38, Local-gov,185394, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,40, United-States, >50K
22, State-gov,22966, Some-college,10, Married-spouse-absent, Tech-support, Unmarried, White, Male,0,0,20, United-States, <=50K
20, Private,375698, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
51, State-gov,68898, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,2444,39, United-States, >50K
34, Private,111985, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
59, Self-emp-inc,103948, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private,77146, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
26, State-gov,147719, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
20, Private,196745, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
40, Private,259307, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, State-gov,143939, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
30, Private,186346, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private,187901, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,1504,40, United-States, <=50K
52, State-gov,303462, Some-college,10, Separated, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private,247321, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private,243904, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
25, Private,174545, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,46, United-States, <=50K
31, Local-gov,194141, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
44, Private,197344, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private,104196, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,229015, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private,150175, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
85, Private,115364, HS-grad,9, Widowed, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
53, Private,96062, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1740,40, United-States, <=50K
44, Self-emp-inc,229466, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Local-gov,174491, HS-grad,9, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private,269186, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,192711, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,161708, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Federal-gov,168232, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
21, Private,89154, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,42, El-Salvador, <=50K
35, Private,189382, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,239781, Preschool,1, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private,185452, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc,56841, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
42, Private,185413, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, ?,267955, 9th,5, Never-married, ?, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private,166636, HS-grad,9, Divorced, Other-service, Other-relative, Black, Female,0,0,35, United-States, <=50K
82, ?,42435, 10th,6, Widowed, ?, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private,170263, Some-college,10, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private,225599, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,40, India, >50K
38, Private,106838, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,181758, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private,340591, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3942,0,40, United-States, <=50K
20, Private,217467, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,174224, Assoc-voc,11, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private,35644, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private,791084, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
47, Private,158451, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,2, United-States, >50K
34, Self-emp-not-inc,276221, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,166051, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
65, Federal-gov,179985, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc,162834, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
43, Private,295510, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private,280093, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,50, United-States, <=50K
63, Self-emp-inc,189253, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Private,128715, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private,161532, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
63, Private,236338, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, <=50K
48, Private,207817, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Columbia, <=50K
17, Private,369909, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private,144592, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private,324947, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,341762, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,214993, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,271160, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc,191277, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
23, Private,140798, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private,166809, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Local-gov,55377, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private,356017, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,99, United-States, <=50K
26, Private,263444, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
32, Private,426467, 1st-4th,2, Never-married, Craft-repair, Not-in-family, White, Male,3674,0,40, Guatemala, <=50K
24, Private,385540, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
57, Private,96346, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,57, United-States, <=50K
39, Local-gov,316582, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,55, United-States, <=50K
20, Private,161092, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,14, United-States, <=50K
63, Self-emp-not-inc,179400, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2290,0,20, United-States, <=50K
22, Private,401451, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, >50K
33, Local-gov,224185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov,186634, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private,277471, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
57, Private,64960, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
35, Private,45607, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,103435, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private,156464, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
38, Private,238980, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,266325, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
53, Private,196328, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private,172333, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,7688,0,40, United-States, >50K
42, Private,511068, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
31, Private,184307, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, >50K
38, Private,107303, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-inc,133373, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
32, Private,198452, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
56, Federal-gov,187873, Masters,14, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,121287, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private,96102, Masters,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private,86332, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,4064,0,55, United-States, <=50K
47, State-gov,205712, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, <=50K
40, Private,107433, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
29, Private,157612, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,14344,0,40, United-States, >50K
49, Private,259323, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Local-gov,191731, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc,52144, Some-college,10, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private,301862, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
50, Private,63000, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
31, Private,50276, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Self-emp-not-inc,125442, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov,154874, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,141511, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, ?,293136, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
49, Private,196707, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,43, United-States, >50K
61, Private,171429, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
63, ?,257659, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,3, United-States, <=50K
27, Private,103634, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
37, Private,292855, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,35, United-States, >50K
33, Private,225507, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private,22641, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
45, Private,204057, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
28, State-gov,277635, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Private,215373, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
48, Federal-gov,188081, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
39, Private,30529, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
56, Private,197114, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,28, United-States, <=50K
35, Private,208106, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
28, Self-emp-inc,32922, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private,388023, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
29, Private,112754, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,170482, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
35, State-gov,184659, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,40, United-States, >50K
50, Federal-gov,36489, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private,415706, 5th-6th,3, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
56, Private,318329, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private,188352, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
41, Federal-gov,130760, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
44, Private,45093, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
32, Private,430175, HS-grad,9, Divorced, Craft-repair, Other-relative, Black, Female,0,0,50, United-States, <=50K
43, Private,403467, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7688,0,40, United-States, >50K
23, Private,184271, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private,261278, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, State-gov,33331, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States, >50K
21, Private,189203, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov,134069, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
65, Self-emp-inc,157403, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
39, Private,150057, Masters,14, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
18, Private,334676, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
63, Private,163809, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private,203482, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,250201, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
38, Private,252947, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private,133584, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,194287, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,1602,35, United-States, <=50K
54, Private,192862, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Private,177543, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,28, United-States, <=50K
33, Private,248584, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,279015, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
18, Private,157273, 10th,6, Never-married, Other-service, Other-relative, Black, Male,0,0,15, United-States, <=50K
49, Self-emp-not-inc,113513, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
21, Private,231053, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private,187937, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private,87205, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
58, Private,196643, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
39, Private,99270, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Germany, >50K
40, Private,197462, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
34, Private,499249, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
56, Private,238806, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,26, United-States, <=50K
43, Private,117037, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2042,40, United-States, <=50K
31, Private,159187, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
65, Local-gov,323006, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
63, Private,208862, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, State-gov,249385, Bachelors,13, Never-married, Adm-clerical, Other-relative, White, Female,0,0,10, United-States, <=50K
33, Private,159247, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private,208908, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
48, Self-emp-not-inc,65535, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
20, Private,118462, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,43, United-States, <=50K
23, Private,188409, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,4508,0,25, United-States, <=50K
50, Federal-gov,306707, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
30, Private,187560, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private,87867, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private,152452, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
19, Private,304469, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private,163604, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,55, United-States, >50K
44, Self-emp-inc,165815, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,96, United-States, <=50K
17, ?,144114, 10th,6, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
18, Local-gov,152171, 11th,7, Never-married, Protective-serv, Own-child, White, Male,0,0,10, United-States, <=50K
53, Federal-gov,205288, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,35, United-States, >50K
30, State-gov,126414, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, State-gov,89564, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
60, Private,187458, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,91275, Some-college,10, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc,548664, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
26, Private,102420, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
40, Private,445382, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private,153475, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, El-Salvador, <=50K
66, Private,78855, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private,133373, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private,160220, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc,94962, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
45, Private,168262, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Federal-gov,198265, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
52, Private,199688, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
29, ?,19793, Some-college,10, Divorced, ?, Unmarried, White, Female,0,0,8, United-States, <=50K
51, Private,57101, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,183965, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,34173, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
20, ?,304076, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,20, United-States, <=50K
26, Private,158810, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
30, Private,488720, 9th,5, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
57, State-gov,68830, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Self-emp-inc,83348, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
25, Private,199545, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15, United-States, <=50K
45, Local-gov,199590, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Mexico, >50K
29, Private,144259, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,4386,0,80, ?, >50K
49, Self-emp-not-inc,192203, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
35, Private,187053, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
25, Private,178478, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private,341995, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,55, United-States, <=50K
44, Private,228320, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
26, Private,175789, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private,188069, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
54, Self-emp-not-inc,212165, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
59, State-gov,261584, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private,277720, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
46, Private,319163, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private,35576, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private,135388, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
27, Private,110648, Bachelors,13, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,236907, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
36, Private,334366, 11th,7, Separated, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
44, Private,96249, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private,190194, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private,222107, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
52, Private,167527, 11th,7, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private,149347, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
26, Private,167350, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
18, Local-gov,152182, 10th,6, Never-married, Protective-serv, Own-child, White, Female,0,0,6, United-States, <=50K
20, Local-gov,308654, Some-college,10, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
19, State-gov,378418, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private,173628, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private,204018, 11th,7, Never-married, Sales, Unmarried, White, Male,0,0,15, United-States, <=50K
59, Private,138370, 10th,6, Married-spouse-absent, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
20, Private,236769, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
